species,country_of_origin,region,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,clean_cup,sweetness,altitude_low_meters,altitude_high_meters
arabica,honduras,comayagua,caturra,washed,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,1400,1400
arabica,nicaragua,jinotega,caturra,washed,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,1250,1250
arabica,brazil,south_of_minas,bourbon,natural,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,934,934
arabica,taiwan,leye,caturra,natural,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,1200,1200
arabica,thailand,thailand,unknown,washed,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,800,800
arabica,colombia,huila,caturra,washed,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,1550,1700
arabica,guatemala,huehuetenango,bourbon,washed,8.0,7.5,7.33,8.0,8.0,8.0,10.0,10.0,1356,1356
arabica,colombia,huila_supremo,caturra,washed,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,1750,1750
arabica,colombia,huila,caturra,washed,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,1800,2000
arabica,guatemala,oriente,bourbon,washed,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,1310,1310
arabica,guatemala,oriente,bourbon,washed,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,1310,1310
arabica,colombia,huila,caturra,washed,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,1750,1750
arabica,guatemala,oriente,caturra,natural,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,1450,1450
arabica,guatemala,oriente,bourbon,washed,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,1310,1310
arabica,mexico,xicotepec_de_juarez,typica,washed,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,1100,1100
arabica,indonesia,east_java,typica,washed,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,1200,1600
arabica,guatemala,sacatepequez,caturra,washed,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,1524,1524
arabica,brazil,south_of_minas,bourbon,natural,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,890,890
arabica,guatemala,huehuetenango,caturra,washed,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,1128,1128
arabica,china,yunnan,catimor,washed,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,1100,1100
arabica,colombia,huila,caturra,washed,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,1600,1950
arabica,mexico,chiapas,caturra,washed,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,1200,1200
arabica,ethiopia,yirgacheffe,other,washed,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,1700,2000
arabica,uganda,eastern,sl14,washed,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,1800,1800
arabica,colombia,cundinamarca,caturra,natural,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,1600,1600
arabica,colombia,santander,caturra,washed,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,1550,1550
arabica,colombia,santander,caturra,washed,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,1550,1550
arabica,taiwan,taichung_xinshe_台中市新社區,typica,other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,1000,1000
arabica,colombia,huila,caturra,washed,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,1600,1950
arabica,mexico,xalapa,typica,washed,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,1000,1000
arabica,colombia,cundinamarca,caturra,natural,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,2136,2136
arabica,brazil,south_of_minas,catuai,semi_washed,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,1100,1100
arabica,colombia,cundinamarca,caturra,washed,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,1799,1799
arabica,costa_rica,tarrazu,caturra,washed,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,1850,1850
arabica,colombia,pitalito,caturra,natural,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,1000,1000
arabica,guatemala,oriente,bourbon,washed,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,1219,1219
arabica,colombia,huila,caturra,washed,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,1600,1950
arabica,"tanzania,_united_republic_of",nkure__meru,ruiru_11,washed,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,1400,1400
arabica,indonesia,bener_meriah,sumatra,semi_washed,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,1500,1500
arabica,ethiopia,oromia,unknown,natural,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,1600,1600
arabica,colombia,huila,caturra,washed,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,1850,1850
arabica,guatemala,atitlan,caturra,washed,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,1400,1400
arabica,colombia,cundinamarca,caturra,washed,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,1650,1650
arabica,honduras,comayagua,caturra,natural,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,1350,1350
arabica,colombia,huila,caturra,washed,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,1750,1750
arabica,colombia,huila,caturra,washed,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,1750,1750
arabica,mexico,xalapa,bourbon,natural,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,1170,1170
arabica,mexico,chilón,typica,semi_washed,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,940,940
arabica,mexico,totutla,pacamara,washed,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,1400,1400
arabica,guatemala,atitlan,caturra,washed,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,1524,1524
arabica,colombia,huila,caturra,washed,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,1600,1950
arabica,guatemala,oriente,bourbon,washed,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,1402,1402
arabica,colombia,huila,caturra,washed,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,439,439
arabica,guatemala,san_marcos,bourbon,washed,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,1700,1700
arabica,colombia,huila,caturra,washed,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,442,442
arabica,costa_rica,tarrazu,caturra,washed,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,1850,1850
arabica,uganda,eastern,sl14,washed,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,1800,1800
arabica,thailand,thailand,catimor,washed,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,1200,1200
arabica,el_salvador,apaneca,bourbon,washed,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,1330,1330
arabica,colombia,huila,caturra,natural,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,442,442
arabica,"tanzania,_united_republic_of",karatu_northern,bourbon,washed,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,1600,1600
arabica,colombia,huila,caturra,washed,7.58,7.58,7.25,7.75,7.75,8.58,10.0,10.0,1813,1813
arabica,guatemala,oriente,bourbon,natural,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,1219,1219
arabica,guatemala,antigua,caturra,washed,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,1500,1500
arabica,guatemala,oriente,bourbon,washed,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,1310,1310
arabica,colombia,cundinamarca,caturra,washed,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,1450,1450
arabica,colombia,huila,caturra,washed,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,1650,1650
arabica,brazil,south_of_minas,catuai,semi_washed,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,1227,1227
arabica,mexico,chiapas,caturra,washed,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,1200,1200
arabica,colombia,santander,caturra,washed,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,1650,1650
arabica,"tanzania,_united_republic_of",arusha,other,semi_washed,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,1700,1700
arabica,mexico,veracruz,other,washed,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,1100,1100
arabica,costa_rica,san_ramon,caturra,washed,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,1300,1300
arabica,costa_rica,central_valley,catuai,washed,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,1100,1300
arabica,haiti,thiotte,typica,washed,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,1280,1280
arabica,colombia,pitalito,caturra,natural,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,1000,1000
arabica,guatemala,oriente,bourbon,washed,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,1310,1310
arabica,burundi,kayanza,bourbon,washed,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,1880,1880
arabica,colombia,huila,caturra,washed,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,1750,1750
arabica,mexico,sierra_madre_occidental,typica,washed,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,1600,1600
arabica,costa_rica,tarrazu,catuai,pulped_natural,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,1900,1900
arabica,guatemala,nuevo_oriente,pacas,washed,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,2100,2100
arabica,colombia,huila,caturra,natural,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,442,442
arabica,mexico,cuarenteño,typica,natural,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,1261,1261
arabica,taiwan,natou_county,bourbon,washed,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,1000,1000
arabica,taiwan,南投國姓,typica,washed,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,800,800
arabica,colombia,eje_cafetero,caturra,natural,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,1483,1483
arabica,guatemala,antigua,caturra,washed,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,1500,1500
arabica,colombia,huila,caturra,washed,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,1750,1750
arabica,mexico,chiapas,bourbon,washed,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,1300,1300
arabica,mexico,fortín_de_las_flores,caturra,washed,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,1000,1000
arabica,guatemala,oriente,bourbon,washed,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,1310,1310
arabica,brazil,grama_valley,yellow_bourbon,semi_washed,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,1200,1200
arabica,colombia,huila,caturra,washed,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,175,175
arabica,colombia,la_plata,caturra,washed,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,1600,1950
arabica,brazil,south_of_minas,bourbon,natural,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,890,890
arabica,guatemala,oriente,bourbon,washed,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,1901,1901
arabica,"tanzania,_united_republic_of",moshi,bourbon,washed,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,168,168
arabica,vietnam,dala,catimor,natural,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,1550,1550
arabica,guatemala,antigua,caturra,washed,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,1500,1500
arabica,honduras,marcala,catuai,washed,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,1450,1450
arabica,china,yunnan,catimor,washed,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,1200,1200
arabica,china,dehong_prefecture,catimor,washed,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,1600,1600
arabica,el_salvador,apaneca,bourbon,washed,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,1350,1350
arabica,guatemala,antigua,bourbon,washed,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,1500,1500
arabica,guatemala,oriente,bourbon,washed,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,1400,1900
arabica,kenya,kenya,sl28,washed,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,1,500
arabica,thailand,thailand,unknown,washed,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,800,800
arabica,"tanzania,_united_republic_of",mbinga,other,washed,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,1653,1653
arabica,colombia,huila,caturra,washed,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,1600,1950
arabica,uganda,eastern,sl14,washed,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,1800,1800
arabica,honduras,san_marcos,catuai,natural,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,1450,1450
arabica,honduras,comayagua,caturra,natural,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,1350,1350
arabica,guatemala,san_marcos,catuai,washed,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,1524,1524
arabica,"tanzania,_united_republic_of",kilimanjaro,bourbon,washed,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,1800,1800
arabica,guatemala,oriente,bourbon,washed,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,1310,1310
arabica,mexico,chiapas,typica,washed,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,1500,1500
arabica,mexico,tlanchinol,typica,washed,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,532,532
arabica,mexico,san_bartolo_tutotepec,pacamara,washed,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,1089,1089
arabica,colombia,huila,caturra,washed,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,1600,1950
arabica,mexico,san_isidro,typica,washed,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,700,700
arabica,colombia,huila,caturra,washed,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,1750,1750
arabica,mexico,la_concordia,typica,washed,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,1380,1380
arabica,brazil,south_of_minas,mundo_novo,natural,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,1000,1000
arabica,brazil,mogiana,mundo_novo,natural,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,950,950
arabica,guatemala,oriente,bourbon,washed,7.75,7.5,7.67,7.5,7.92,8.0,10.0,9.33,1402,1402
arabica,brazil,south_of_minas,mundo_novo,semi_washed,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,1000,1000
arabica,colombia,cundinamarca,caturra,washed,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,1799,1799
arabica,brazil,south_of_minas,yellow_bourbon,pulped_natural,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,905,905
arabica,brazil,south_of_minas,yellow_bourbon,natural,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,1,1
arabica,taiwan,dongshan_dist.,typica,natural,7.83,7.92,7.5,7.83,7.67,7.25,10.0,10.0,700,800
arabica,brazil,south_of_minas,bourbon,washed,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,1200,1200
arabica,costa_rica,central_valley,catuai,washed,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,1200,1400
arabica,taiwan,chiayi_alishan_嘉義縣阿里山鄉,typica,other,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,1300,1300
arabica,mexico,santa_catarina_juquila,other,washed,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,1400,1400
arabica,brazil,south_of_minas,bourbon,natural,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,890,890
arabica,brazil,south_of_minas,bourbon,natural,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,894,894
arabica,brazil,south_of_minas,bourbon,natural,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,872,872
arabica,uganda,kasese,bourbon,washed,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,1473,1473
arabica,uganda,kasese,bourbon,natural,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,1645,1645
arabica,vietnam,vietnam_cau_dat,caturra,other,7.75,7.67,7.58,7.58,7.42,7.67,10.0,10.0,1550,1550
arabica,guatemala,nuevo_oriente,catuai,washed,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,1300,1800
arabica,guatemala,el_tumbador,catuai,washed,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,1371,1371
arabica,guatemala,antigua,bourbon,washed,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,1500,1500
arabica,brazil,high_mogiana,catuai,natural,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,900,1100
arabica,taiwan,嘉義阿里山,typica,washed,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,1200,1200
arabica,uganda,kapchorwa,sl14,washed,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,1800,1800
arabica,united_states_(puerto_rico),yauco_region,other,washed,7.67,7.5,7.67,7.83,7.75,7.83,10.0,9.33,853,853
arabica,guatemala,antigua,bourbon,washed,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,1500,1500
arabica,costa_rica,central_valley,catuai,washed,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,1100,1300
arabica,brazil,sul_de_minas,yellow_bourbon,semi_washed,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,1250,1250
arabica,colombia,huila,caturra,washed,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,1600,1950
arabica,colombia,huila,caturra,washed,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,1750,1750
arabica,colombia,pitalito,caturra,natural,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,1000,1000
arabica,colombia,pitalito,caturra,natural,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,1000,1000
arabica,colombia,huila,caturra,washed,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,1600,1950
arabica,mexico,coatepec,typica,washed,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,750,750
arabica,mexico,atoyac_de_alvarez,typica,semi_washed,7.67,7.83,7.5,7.58,7.58,7.67,10.0,10.0,1200,1200
arabica,mexico,coatepec,bourbon,washed,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,1200,1200
arabica,colombia,huila,caturra,washed,7.75,7.58,7.5,7.67,7.83,7.75,10.0,10.0,1500,1750
arabica,colombia,huila,caturra,washed,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,1750,1750
arabica,guatemala,la_reforma,bourbon,washed,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,1371,1371
arabica,colombia,la_plata,caturra,washed,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,1600,1950
arabica,brazil,south_of_minas,bourbon,natural,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,890,890
arabica,el_salvador,apaneca,bourbon,washed,7.5,7.5,7.75,7.58,7.92,7.83,10.0,9.33,1350,1350
arabica,colombia,guayata,caturra,washed,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,1500,1500
arabica,taiwan,dongshan_dist.,caturra,natural,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,350,350
arabica,ethiopia,blida,heirloom,washed,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,2000,2000
arabica,taiwan,台東太麻里,typica,natural,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,775,775
arabica,philippines,bukidnon,other,washed,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,1200,1200
arabica,philippines,asia_pacific,other,washed,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,1600,1600
arabica,mexico,cuarenteño,typica,natural,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,1059,1059
arabica,mexico,chiapas,bourbon,washed,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,1300,1300
arabica,brazil,cerrado,moka_peaberry,semi_washed,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,11000,11000
arabica,uganda,eastern,sl14,washed,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,1400,1900
arabica,uganda,west_nile,sl14,washed,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,1400,1400
arabica,guatemala,antigua,bourbon,washed,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,1500,1500
arabica,guatemala,antigua,caturra,natural,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,1500,1500
arabica,colombia,huila,caturra,washed,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,1800,2000
arabica,colombia,huila,caturra,natural,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,1750,1750
arabica,guatemala,huehuetenango,bourbon,washed,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,1658,1755
arabica,colombia,antioquia,other,washed,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,1450,1450
arabica,mexico,petatlan,typica,natural,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,1248,1248
arabica,vietnam,don_duong,other,natural,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,1040,1040
arabica,mexico,la_cumbre,typica,washed,8.0,7.92,7.67,7.17,7.67,7.42,10.0,10.0,1400,1400
arabica,kenya,nyeri,sl28,washed,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,1754,1754
arabica,guatemala,san_marcos,bourbon,washed,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,1700,1700
arabica,brazil,south_of_minas,yellow_bourbon,pulped_natural,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,905,905
arabica,el_salvador,el_balsamo,pacas,washed,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,1250,1250
arabica,rwanda,gicumbi,bourbon,washed,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,1900,1900
arabica,vietnam,vietnam_tutra,other,other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,1040,1040
arabica,guatemala,oriente,bourbon,washed,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,1219,1219
arabica,brazil,cerrado,catuai,natural,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,900,900
arabica,colombia,huila,other,washed,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,1200,2000
arabica,united_states,berastagi,other,other,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,1200,1200
arabica,guatemala,antigua,bourbon,washed,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,1500,1500
arabica,colombia,santander,typica,natural,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,1800,1800
arabica,colombia,huila,caturra,washed,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,1600,1950
arabica,"tanzania,_united_republic_of",arusha,arusha,washed,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,1400,1400
arabica,mexico,la_concordia,caturra,washed,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,1550,1550
arabica,mexico,veracruz,bourbon,washed,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,1250,1250
arabica,guatemala,oriente,bourbon,washed,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,1310,1310
arabica,mexico,la_concordia,typica,washed,7.58,7.58,7.5,7.42,7.67,7.58,10.0,10.0,1380,1380
arabica,guatemala,santa_rosa,caturra,washed,7.5,7.58,7.42,7.67,7.58,7.5,10.0,10.0,1100,1100
arabica,guatemala,santa_rosa,caturra,washed,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,1800,1800
arabica,guatemala,san_marcos,bourbon,washed,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,1700,1700
arabica,guatemala,santa_rosa,bourbon,washed,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,1219,1219
arabica,guatemala,oriente,bourbon,washed,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,1219,1219
arabica,indonesia,sapan_toraja,sulawesi,other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,1500,1500
arabica,guatemala,el_progreso,bourbon,washed,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,157,157
arabica,taiwan,台南市東山區(_dongshan_dist.,yellow_bourbon,natural,7.83,7.67,7.33,7.67,7.58,7.67,10.0,10.0,650,650
arabica,el_salvador,cacahuatique,bourbon,washed,7.67,7.67,7.17,7.33,7.58,7.67,10.0,10.0,1250,1250
arabica,costa_rica,tarrazu,caturra,washed,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,1850,1850
arabica,honduras,comayagua,caturra,natural,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,1400,1400
arabica,brazil,south_of_minas,yellow_bourbon,pulped_natural,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,905,905
arabica,china,yunnan,catimor,natural,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,1100,1100
arabica,china,menglian,catimor,washed,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,1500,1500
arabica,colombia,huila,caturra,washed,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,1600,1950
arabica,malawi,mzuzu,gesha,washed,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,1442,1442
arabica,guatemala,jalapa,pacas,washed,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,1524,1524
arabica,colombia,huila,typica,washed,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,165,165
arabica,colombia,antioquia,caturra,washed,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,1300,1300
arabica,mexico,chiapas,typica,washed,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,1550,1550
arabica,mexico,veracruz,typica,washed,7.58,7.58,7.33,7.75,7.25,7.58,10.0,10.0,1200,1200
arabica,mexico,atoyac_de_alvarez,typica,natural,8.08,8.17,8.0,8.0,7.83,7.92,10.0,10.0,1200,1200
arabica,colombia,south_huila,caturra,washed,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,1400,1850
arabica,colombia,huila,caturra,washed,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,1600,1950
arabica,panama,boquete,catuai,washed,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,1100,1100
arabica,brazil,south_of_minas,bourbon,natural,7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,890,890
arabica,brazil,south_of_minas,bourbon,natural,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,934,934
arabica,laos,paksong,catimor,washed,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,1300,1300
arabica,el_salvador,el_balsamo,pacas,washed,7.67,7.67,7.67,7.67,7.5,7.67,10.0,9.33,1200,1200
arabica,brazil,south_of_minas,yellow_bourbon,natural,7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,1,1
arabica,"tanzania,_united_republic_of",karatu_arusha,other,washed,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,1700,1700
